id_apolice,area_construida_m2,area_construida_m2_v2,idade_imovel_anos,valor_imovel,distancia_corpo_bombeiros_km,n_sinistros_anteriores,tipo_imovel,regiao,feature_ruido_1,feature_ruido_2,custo_sinistro
55171,107.0,108.7,39.9,368179.14,1.57,0,apartamento,Nordeste,0.5427,0,917.08
50143,89.2,90.7,1.2,285374.93,1.93,1,apartamento,Norte,-0.053,3,1243.31
52453,104.7,107.6,6.6,429631.5,8.28,0,casa,Nordeste,-0.7768,2,174.39
52244,159.6,154.8,19.9,620495.07,5.88,1,casa,Sudeste,-0.8208,0,1025.01
52477,40.7,40.5,17.4,144490.01,0.2,0,apartamento,Nordeste,1.6054,0,334.26
54190,178.6,180.4,18.1,771269.92,23.87,0,apartamento,Centro-Oeste,-0.2909,2,182.73
50962,115.6,112.9,37.9,505561.77,1.85,0,casa,Sudeste,-0.4168,1,377.75
51540,141.1,142.9,6.3,541421.34,8.42,0,casa,Sul,-0.5107,1,256.25
50464,134.1,138.1,17.4,395055.2,5.63,0,apartamento,Sudeste,0.4722,2,309.71
53145,183.9,184.2,10.5,697623.48,9.48,0,sobrado,Sudeste,0.8375,0,192.92
52204,158.9,163.3,24.7,3657170.13,3.35,1,casa,Norte,-0.4898,1,995.95
53031,49.7,49.7,11.2,124293.58,6.5,0,casa,Sudeste,-0.6076,1,176.3
50882,165.3,167.4,6.5,804842.25,10.98,0,apartamento,Sudeste,0.1248,3,103.95
50311,257.5,258.3,38.3,1001479.26,24.65,0,kitnet,Sudeste,-1.1914,2,432.44
51095,47.2,47.5,3.1,154097.61,3.3,0,casa,Centro-Oeste,-0.2952,1,134.94
53286,104.9,105.0,8.9,419794.22,15.72,0,casa,Sudeste,-0.8938,3,152.63
50843,95.9,96.4,18.5,397093.63,11.19,0,casa,Centro-Oeste,-0.3858,1,362.99
52243,112.2,112.2,72.6,259837.03,0.67,0,casa,Sul,0.464,3,554.02
52382,86.2,87.2,28.2,303392.67,2.89,0,apartamento,Sudeste,1.0938,1,1391.02
50098,219.1,222.8,8.2,1206037.98,8.02,0,apartamento,Sul,0.8854,0,225.35
50499,74.5,74.1,19.0,233155.81,4.8,0,sobrado,Sul,-1.5034,3,277.89
53554,91.3,90.8,30.6,373689.18,9.13,0,apartamento,Nordeste,0.1048,2,201.49
51453,179.2,175.4,1.8,616418.09,13.51,0,kitnet,Sul,1.2,1,60.2
52686,78.2,77.5,3.0,376547.56,3.38,1,apartamento,Sul,-0.3957,3,1336.91
52868,227.6,230.9,15.2,700084.12,3.33,0,sobrado,Sudeste,1.2028,3,206.19
54582,146.3,150.2,67.3,594450.21,8.44,1,casa,Sudeste,-0.504,1,982.42
55989,157.4,161.9,2.7,611390.77,2.0,2,kitnet,Norte,-1.0396,1,2183.64
52012,148.1,152.1,21.8,527927.32,16.52,1,casa,Sudeste,1.4515,3,1002.26
55532,78.4,77.8,,324026.53,8.93,0,apartamento,Sul,-1.1539,3,790.28
50029,93.4,94.5,26.0,359019.14,4.32,0,casa,Nordeste,3.2313,1,456.61
54016,66.3,67.8,5.4,273217.94,2.2,1,casa,Nordeste,0.6926,3,1671.4
53472,107.8,107.9,34.0,534197.45,1.25,1,apartamento,Nordeste,1.5884,2,1803.49
55667,86.5,86.6,51.4,256175.55,0.66,0,sobrado,Sul,-0.0739,0,3372.24
50443,94.6,97.0,8.8,306149.3,13.63,0,casa,Sudeste,-0.0769,1,233.64
54552,71.0,70.0,10.0,164627.67,5.63,0,casa,Centro-Oeste,0.2452,0,209.65
55794,326.0,318.5,32.3,1370279.24,10.07,1,apartamento,Sudeste,1.2441,0,1960.87
53046,141.1,143.8,12.1,497591.29,0.9,0,kitnet,Sudeste,-0.4416,0,483.83
52149,86.1,88.1,3.1,237690.46,5.55,1,apartamento,Sudeste,-0.4646,2,764.95
52716,128.9,126.0,18.8,333397.8,1.98,0,sobrado,Centro-Oeste,1.2444,3,522.87
53740,101.9,102.7,10.8,445972.5,5.62,0,casa,Norte,1.4419,1,140.94
50991,77.5,76.8,15.0,259113.13,12.67,1,sobrado,Centro-Oeste,-2.3014,3,1216.65
54936,146.4,145.6,8.4,583497.24,2.2,0,apartamento,Sudeste,0.8478,1,130.67
